edge	sum_in	sum_out
1664	7.14386	4.62191
3247	60.6729	107.796
3243	5.40483	22.2115
657	19.6146	12.6902
1463	181.085	117.158
3210	10.9358	47.4447
1620	4.00365	43.9459
3073	1.4069	5.49884
3215	45.1732	185.79
1786	2.46408	1.90389
3041	2.76789	2.13863
120	98.8539	127.07
2058	108.871	70.437
2902	84.0665	54.3891
1678	151.11	97.7646
2330	76.5356	49.5168
2644	148.47	245.763
2155	29.0041	18.765
3330	91.2898	59.0623
726	37.9695	114.482
3539	25.818	77.8437
1068	34.3963	103.708
1588	3.11815	9.40152
2230	0.379437	0.733613
2069	2.86174	8.21952
1886	0.909321	2.32398
2344	97.6693	36.4364
2776	369.653	137.902
1486	60.6497	60.4263
1782	9.37985	9.17047
3019	19.3117	18.8806
689	0.169572	1.84249
1574	1.16616	0.710711
1579	11.2009	6.82633
2341	0.408096	0.7132
66	2.64696	5.49571
550	4.53794	9.4218
520	723.615	468.162
3496	22.5577	14.5943
400	31.5283	56.0154
2362	22.7538	40.426
3242	0.148148	1.60643
658	482.902	312.427
1170	13.9722	9.03969
1429	155.289	100.469
3207	1.47156	12.1897
976	21.9113	85.6401
2202	32.1221	125.549
1785	1.02754	1.65651
3040	1.87635	2.71648
1006	51.8219	66.6137
2725	46.026	59.1635
2057	14.2944	18.5884
2903	15.016	33.6025
2329	138.853	221.295
2643	74.1073	122.67
1610	162.364	105.046
1884	300.469	194.396
3329	57.8973	108.928
2229	2.82132	8.50655
3130	45.8788	138.329
3538	8.29129	69.3098
524	0.575747	1.73593
1402	94.1483	283.866
1587	20.9118	157.236
1498	9.93308	28.5299
2558	2.9889	8.58474
2616	12.9871	33.1917
3269	12.0996	30.9234
1070	18.8349	7.02653
1682	290.13	108.236
2428	53.8191	53.6209
3111	47.8124	47.6363
1781	9.76293	27.2861
1277	11.3933	11.139
3067	47.989	46.9178
1575	0.292371	0.486713
1935	1.04074	0.634271
3113	15.9162	9.70003
1137	7.49634	13.1008
1757	0.152697	0.266856
549	3.35845	9.68495
243	46.8045	30.2814
2801	34.0466	22.0274
3495	38.8189	71.5822
399	2.33681	12.899
2363	4.27158	23.8595
3246	0.010741	0.17226
656	3.16482	6.82088
1171	96.1988	151.317
1428	12.0186	7.77572
977	0.768805	7.9055
2201	2.13671	23.763
1007	4.23729	4.19052
2724	14.5538	39.1657
1057	49.2559	64.0523
2171	26.7716	34.8138
2901	0.313081	2.26658
2095	27.916	44.4907
3219	103.341	164.697
1609	1.29175	1.22897
1883	61.5228	106.732
2228	2.74972	25.1946
3537	1.04346	0.89347
523	13.497	109.478
1401	16.524	49.8215
2557	0.0845989	0.610783
201	7.03599	17.9821
665	6.1856	15.8088
1069	54.8352	53.7125
548	312.242	116.485
1073	121.171	45.204
1308	61.1277	60.9026
2641	64.9586	64.7193
1278	14.6793	39.1653
3066	26.1604	53.9892
1576	0.10292	0.431951
1936	0.531947	0.809824
1235	1.81564	1.10653
3253	9.9928	6.09006
733	10.4233	18.2161
892	4.74683	8.29569
1758	0.536677	0.395651
2849	3.12731	9.01841
3076	3.92286	11.3126
242	11.31	6.19765
2800	59.4225	98.7539
778	77.4553	142.828
1761	45.9064	84.6516
2364	0.257489	4.0356
3241	3.07915	39.4853
1172	27.7883	104.06
1427	0.496793	0.29286
975	0.455236	11.4971
1005	0.0271089	0.0738751
231	31.7934	85.5593
2984	7.83225	21.0774
366	75.1843	97.7695
1030	18.6869	24.3004
2172	6.9765	29.282
2096	0.247559	0.219543
1021	1.83486	1.74568
3536	1.43591	1.36612
1672	0.868231	0.74343
2190	3.65075	3.12599
417	29.5114	88.9795
1436	0.831919	2.50831
2556	0.545664	7.52082
200	3.14668	18.0202
664	0.0222119	0.154435
2293	39.1256	38.3246
2476	7.18395	7.03686
1528	200.27	74.7125
2438	67.0074	24.9977
1072	55.2452	36.686
1351	44.7158	44.5511
1813	69.5328	69.2767
2640	2.2802	6.44882
1276	6.62071	34.0724
3056	7.84221	16.1846
3310	12.3116	25.4085
1577	0.0127331	0.0730539
1934	3.52679	9.96432
1234	4.78127	7.34453
99	6.51605	3.97118
1338	10.9307	6.66164
226	3.34017	5.83736
2570	1.32107	2.30874
1759	0.416417	0.557443
2874	0.837436	2.41496
3225	3.10136	8.94357
3075	1.16395	7.12959
55	18.4093	10.0879
558	7.66326	4.19931
1489	81.8324	135.997
2390	71.3472	118.571
777	9.17593	49.9083
2560	13.5303	24.95
3487	19.5047	35.9667
2361	0.00839089	0.360135
1173	13.6156	108.871
1109	0.914844	0.539303
2032	0.214337	0.126352
1018	12.1918	32.8094
3231	28.597	76.9573
1461	19.7983	25.7457
2681	91.5815	119.093
1029	10.4557	13.5966
2173	3.35334	14.0748
2094	0.0380825	0.0660992
1020	0.0161581	0.0404716
3535	0.162184	0.35963
735	14.1183	12.0889
836	5.31697	4.5527
2191	0.0675683	0.101576
1224	38.6296	116.472
2820	1.75379	5.28785
1435	38.5215	278.976
2292	3.31945	8.17562
2475	7.37761	20.8928
1227	55.2794	36.7087
1554	13.6554	9.06799
1350	12.5049	35.9085
1812	0.341174	0.998268
2639	0.029864	0.235453
3055	8.27021	31.5686
1573	0.323578	1.04193
142	2.12533	3.26472
1458	5.56706	8.55158
893	11.6361	7.09157
1067	16.9369	10.3221
2569	0.589085	2.48857
1756	1.95705	0.863699
1679	3.75572	10.8306
2804	4.21538	12.1561
384	0.641955	0.351778
529	14.5638	7.98064
557	6.65865	9.90505
1488	20.9624	88.2249
2389	5.7829	29.3918
2559	3.12432	17.1795
3486	2.1553	12.2526
1169	2.14722	32.7155
2031	0.316724	0.303836
90	12.871	34.6371
2222	64.2072	172.788
104	81.7069	106.251
1353	41.1281	53.4829
2682	0.311388	1.26309
799	20.8679	27.1366
1612	22.7049	29.5254
2170	0.0231712	0.284485
2275	1.05412	0.902601
2487	2.39582	2.05144
2193	2.47912	5.79567
3037	36.9443	111.39
3233	4.83791	14.5867
2821	4.95238	32.3337
62	21.5019	52.9579
182	1.23357	3.0382
1464	87.2045	57.9088
1516	1.63645	1.0867
159	93.6739	62.2049
3146	4.18532	2.77929
1811	0.772163	6.30935
87	8.88102	33.9001
2591	2.9299	11.1839
1459	0.0415596	0.172404
25	8.96214	5.46193
1510	5.15835	3.14373
1719	0.22868	0.100923
2042	2.39795	1.05828
383	0.288826	0.414923
1270	16.1653	8.85824
2429	51.5243	28.2343
867	5.67668	23.8915
1763	7.39985	31.1438
2634	1.08998	1.04562
2935	0.116051	0.111329
1144	28.5472	76.8233
3528	31.8601	85.7388
217	11.5498	31.0816
1330	6.15284	16.5579
103	10.8513	38.0705
1352	9.89849	37.7965
2680	1.14069	12.7372
798	16.8411	61.4895
1611	14.0525	59.1557
2486	0.14343	0.336392
2192	0.150071	0.695672
117	1.30888	3.94639
3315	18.1721	54.7906
3234	5.64107	47.5844
2819	21.5961	141
1796	7.91383	19.4913
2077	6.2755	15.4562
181	1.4287	9.84192
920	86.1358	57.1991
1147	42.0839	27.9461
571	5.06238	3.36171
2928	143.095	95.023
3145	91.4359	114.933
2499	11.9802	45.7303
3488	12.9669	49.4965
2590	0.663346	6.07848
1457	0.0237617	0.253241
24	8.03628	12.8291
1509	5.84265	4.38872
1718	0.569902	0.71732
2041	4.18696	4.16172
382	3.02447	7.39756
1078	6.03067	3.30469
2311	48.0009	26.3035
2633	2.31383	1.35567
2934	1.13584	1.56579
1143	2.88599	23.3606
3529	4.28515	31.2533
1794	41.1132	110.64
3433	1.84598	4.9677
1329	5.4431	35.8973
508	0.887671	3.11429
1958	30.3292	106.407
540	11.9406	45.5941
675	27.442	104.785
2189	0.459227	0.118156
118	41.9577	126.506
918	50.3798	151.9
1810	33.9346	102.316
3232	2.62355	42.2321
1100	22.4924	146.851
3121	11.5918	75.6818
1795	7.21312	41.272
572	34.3595	39.3483
2927	2.95402	3.56581
3144	5.0346	17.7408
1704	4.87505	18.6087
3428	0.363791	1.38864
2592	0.410965	5.34504
1102	24.958	18.7473
2416	0.812478	0.610295
2083	4.22148	4.19604
2196	3.89399	3.87052
1077	3.76271	3.25685
1939	10.9303	5.98957
2523	4.26302	2.33605
2241	1.53343	0.898436
2436	5.50624	3.22611
171	0.60781	0.83788
2181	0.183375	0.252787
1142	1.02053	10.8029
3527	2.19154	27.1626
1793	26.7446	176.001
3434	4.48348	33.2676
1210	7.53218	49.6748
3553	10.7566	70.9402
507	33.1738	116.387
897	19.1727	67.2653
1404	22.0393	77.3224
220	0.119026	0.0306247
2830	0.547854	0.14096
116	12.71	38.3218
697	21.4512	64.6772
1252	42.6346	128.547
1809	0.239441	1.68376
2299	3.53871	23.104
3204	4.96349	32.4062
3120	0.319946	6.13193
570	51.9875	86.5566
44	13.9235	16.8071
1960	0.199983	0.2414
1683	7.50134	28.6336
3072	4.91039	18.7436
2593	0.229101	2.30053
1101	1.19191	2.5372
2417	3.445	2.8841
2084	1.30053	2.80802
2912	2.9569	2.93908
3387	2.20959	2.19628
2166	0.966895	0.836904
3283	45.1842	39.1096
1938	0.281676	0.317342
2521	5.39614	7.25061
2242	2.42705	3.18356
106	6.15538	3.60645
1444	5.03767	2.95158
1158	1.3492	16.7225
2933	2.29919	28.497
1792	1.47282	23.4598
3435	0.30143	3.16835
1209	1.01033	18.0105
219	1.1008	1.1008
2829	1.99141	0.890842
895	40.5886	122.378
1655	83.0874	250.516
2635	35.1115	105.864
3028	40.9168	123.368
755	40.2681	121.412
1692	25.0245	75.4512
1808	4.55535	63.0569
2298	0.258846	4.78149
1522	16.437	27.3668
2018	24.5324	40.8451
45	17.8845	39.904
1959	37.8984	84.5392
2589	0.870791	6.19809
2418	0.553174	0.497266
2082	0.465271	1.63454
2245	5.86509	5.82974
3521	3.29567	3.27581
2165	0.00547124	0.0130951
479	63.6469	55.0901
519	35.2318	30.4952
1937	0.226509	0.213032
2522	0.860599	2.06416
2240	1.22052	1.99412
107	3.34114	3.2365
1445	1.56624	1.70298
3436	3.68168	38.6251
319	0.526449	0.235502
1303	0.0210914	0.00943505
894	7.10736	21.4294
1656	0.401152	3.34517
2549	36.0164	108.593
3127	42.6095	128.472
1807	5.12387	109.856
2613	83.0196	138.223
2773	5.3684	8.93812
46	0.81145	3.03468
1462	17.3495	38.7011
3350	0.406873	0.907604
2415	3.81611	3.61325
1818	2.02987	2.01764
2545	7.14243	7.09939
2167	7.38868	7.35098
478	1.42272	3.2385
1146	46.7004	40.422
1597	37.2362	32.2301
3260	1.51524	1.42508
3276	0.0628552	0.0591154
2520	0.767957	1.84999
105	0.625946	0.886773
1446	0.074108	0.0864963
3432	0.556656	5.83996
320	0.0340191	0.0415649
1302	4.26037	3.00017
72	22.8246	68.8184
2398	23.6258	71.2339
1657	0.555854	11.2463
2548	1.06961	3.22498
3126	4.92113	33.686
1806	0.0101263	0.658431
580	37.8601	63.0351
857	18.4837	30.7745
47	1.48378	6.38827
2503	2.87853	6.42107
3414	4.54609	10.1409
1460	13.4265	29.9502
2748	6.31113	14.0781
96	21.3243	20.1907
1815	1.63535	1.54842
151	4.79557	4.76666
3475	3.10541	3.08669
2168	5.21548	5.18887
477	0.453373	2.39561
1145	5.4405	4.70907
1596	6.39685	15.1324
3259	0.180386	0.169654
3279	0.0633369	0.124322
2527	0.481137	0.681623
3362	3.61675	5.12382
1443	1.49213	1.88794
321	0.0177209	0.0375528
115	1.10741	0.779841
655	0.26746	0.188346
71	34.2266	103.196
566	15.7789	47.5747
2323	36.0875	108.807
1654	0.528355	20.0142
230	7.48674	22.5732
1391	23.2294	70.0388
3125	1.3275	18.7752
1805	3.79174	3.68395
579	19.4778	83.656
74	35.3349	58.8308
352	5.41518	9.01599
48	1.41503	5.39051
2502	1.39929	8.63428
3413	0.54274	3.27084
998	11.4124	25.4574
1741	8.5986	19.1807
21	14.1891	31.6514
2783	18.2692	40.7527
497	1.67738	1.58822
684	6.04798	5.72648
1814	1.06086	1.58468
2164	0.0328601	0.0971709
199	59.6233	51.6075
1893	1.87076	1.61925
3258	1.26977	0.555688
3278	0.0257284	0.082849
2526	1.20796	1.5707
3361	0.0381257	0.154618
1267	3.29603	4.17036
2515	2.36191	2.98844
323	0.00333364	0.00744138
114	0.165229	0.319682
2863	1.39562	0.982803
3500	0.0544412	0.0383377
822	2.06025	6.21186
2307	1.43377	4.32294
2322	0.291516	2.22689
229	7.78276	65.3581
568	1.82264	25.7781
2480	6.11246	86.4501
2498	2.03593	1.97805
2766	0.318976	0.309908
578	0.03404	0.410242
73	12.5208	27.3678
353	3.79985	15.5411
43	10.7026	30.1328
518	2.50882	5.59637
2637	2.16384	4.82685
1740	1.49262	9.4872
2784	1.45062	9.31957
498	4.67798	5.37484
683	0.941321	1.76829
901	0.22798	0.34055
3039	9.39165	14.029
1892	17.1182	14.8168
430	7.02827	3.07577
729	7.3368	3.21079
3277	0.496971	0.377841
42	3.29618	4.28598
140	3.09912	4.02975
322	0.0428261	0.0857681
2862	0.58865	0.459295
3499	0.182646	0.330271
821	0.84894	5.14843
2306	22.2623	159.782
216	10.9846	83.9116
802	9.16926	70.0439
567	0.818792	25.2795
525	1.99517	1.93845
2846	2.00901	1.9519
279	3.13162	3.0426
1916	3.33991	3.24497
124	0.90476	1.97761
2720	16.9903	37.1371
354	0.3465	2.53152
1820	0.793563	2.23425
2176	0.670969	1.88909
517	0.693017	3.686
2638	5.11533	30.6906
2782	0.301446	5.21837
499	7.87358	10.1992
682	0.684708	0.684708
900	1.27602	4.08426
2019	4.24609	6.3427
2617	11.3566	16.9642
410	32.1532	27.8305
3490	10.6613	9.22801
247	13.2659	5.80554
438	34.7995	15.2292
728	8.03732	11.3578
3275	0.332565	0.451695
139	0.367541	1.03653
318	0.537798	0.471098
2864	0.222036	0.173244
1107	15.5621	94.3767
2896	1.08691	6.5916
1800	2.17943	15.6423
1855	0.602025	4.32089
936	1.66491	1.61758
1963	4.25886	4.1378
278	0.318317	0.706301
1915	0.142727	0.370855
123	20.7271	78.0012
2719	26.3097	77.8291
355	7.99351	55.7413
1819	2.38794	6.47617
2175	1.38621	9.29668
613	9.64623	51.3061
678	4.51509	24.0148
2636	0.235911	3.90566
496	1.52303	2.55682
20	1.39004	1.39004
2224	0.827516	0.827516
3092	4.99075	7.45505
3426	7.51464	11.2252
2779	59.8185	51.7764
2950	25.1114	21.7354
246	22.8439	26.5753
174	48.8639	21.3842
2255	9.96264	4.35993
317	0.102253	0.168952
2861	0.127627	0.123222
92	19.122	115.966
3525	14.1985	86.1071
2897	1.20919	14.6911
844	5.7832	41.5075
1905	3.06719	22.014
277	0.00543723	0.0302404
69	1.5874	5.97378
1157	25.847	97.2687
2178	0.787327	2.32906
2851	11.0893	32.8043
351	2.98654	28.0172
1066	5.69008	15.4317
1556	6.47454	17.5592
2174	0.706961	7.90558
858	1.23668	6.57764
2988	5.90458	31.4051
1671	3.86905	6.49523
2074	3.56572	5.98601
1680	1.55252	1.55252
2721	3.88329	3.88329
2225	4.09496	0.538726
3262	4.01842	6.0026
3333	7.43953	11.113
2780	4.57385	11.0384
2949	1.30768	1.94986
1771	29.1501	12.7569
2107	11.532	5.04673
2254	0.515809	0.708066
287	7.04458	6.80143
963	0.446592	0.431178
91	2.04382	34.564
3524	1.06139	18.0351
2898	0.291117	0.086738
843	1.11764	18.8002
1214	4.29217	16.1525
1496	15.9447	60.0038
2179	19.115	116.275
2850	12.7298	49.9671
1065	1.48505	3.87608
1555	0.0624086	0.0624086
1456	8.46688	14.2139
3300	3.69857	6.20904
737	1.0674	1.0674
2683	1.18595	1.18595
2226	0.778269	0.164036
3263	0.215713	0.922271
3334	0.787952	1.7304
2778	0.257504	1.60664
227	18.5627	27.6785
2679	21.4275	31.9501
742	7.41336	3.2443
1946	171.56	75.0793
2106	45.5387	38.6301
1495	2.69408	2.6011
2099	1.90963	1.84372
962	1.91774	4.09229
2895	7.29786	5.21199
1213	0.393309	4.38619
640	24.0112	90.3601
1532	14.5581	54.7859
2177	3.22731	41.1224
560	4.81256	18.8904
2285	0.180519	0.708575
1064	9.0079	21.0913
2536	17.0333	28.595
3355	12.0386	20.21
2227	0.229114	0.0873435
3261	0.0168497	0.0168497
3332	0.468176	1.11596
2283	7.09818	10.584
3015	19.2075	28.64
1345	34.0333	50.7463
1965	4.25786	6.34882
741	9.70529	10.1664
2668	11.6439	5.09572
2937	4.39028	1.92131
891	4.2302	3.58844
2751	1.57522	1.33625
2253	5.32446	5.14068
2959	1.77142	1.71028
1269	3.95737	3.82078
3520	6.4064	6.18528
2469	8.21618	5.86784
2739	4.89556	3.49632
641	0.453722	3.31942
1531	1.29033	13.5831
561	12.3133	73.3826
2284	9.21028	53.6354
1063	1.01388	2.39842
53	9.13588	15.337
70	8.45023	14.186
2223	13.5903	10.2507
1000	0.419425	0.999755
1025	2.26919	5.4089
1378	8.80461	13.1284
2808	11.1675	16.6517
1344	2.0443	8.30482
1373	37.6222	56.0978
3479	39.095	58.2938
740	6.25474	13.8896
2667	11.2081	4.90499
2936	3.93663	2.47262
1245	1.09381	0.927869
3394	10.571	8.96724
828	0.643779	0.621558
1259	0.375324	0.362369
2958	0.558535	1.38861
1268	0.101388	0.280779
2468	5.14742	7.2785
502	4.52222	3.22968
1122	4.47442	3.19555
639	1.3881	11.3308
559	1.9466	16.1918
2423	5.10012	29.7002
3376	5.02003	29.2338
484	7.81321	18.4828
3494	0.399669	0.945449
1397	13.2322	22.2137
2945	18.6723	31.3464
164	9.98521	16.7628
3077	4.54694	7.63325
1023	11.2174	8.46091
1736	20.6796	15.5979
999	5.17885	12.7848
1024	0.212609	0.14116
1377	0.430621	2.02676
2807	1.90541	7.74934
866	2.80377	6.22622
2410	2.16954	4.81781
904	4.50651	1.97218
2969	10.0494	4.39792
1519	17.0497	10.709
3050	11.5539	7.25706
1244	6.12497	7.53068
3393	3.99492	9.30982
827	0.350802	0.757995
1258	0.167006	0.411058
2467	0.0777083	0.283684
503	4.72221	6.55531
1123	5.64905	7.25542
605	1.39356	11.3754
1387	4.44808	36.3089
1837	2.41904	20.1215
3148	0.0995375	0.827953
638	6.76697	39.4069
965	27.8692	162.294
3375	3.73521	47.5716
1222	8.35183	19.7569
3230	5.16397	12.2158
3493	0.583683	1.89003
2355	7.87377	13.2182
3322	7.00251	11.7556
1022	0.156685	0.204864
1900	4.1555	3.13436
2278	16.2567	12.2619
1685	1.96734	4.85668
1870	3.56253	8.79467
2453	0.407404	0.270493
2666	0.528382	0.350815
865	0.628629	3.30184
2409	0.961874	4.71586
903	2.18332	2.65836
1225	46.0259	20.1422
3379	3.45213	1.51075
1520	2.88285	5.28522
3049	7.33383	5.92059
312	7.63087	9.38221
589	7.93231	9.75283
826	0.0205364	0.0628473
501	1.77826	4.1187
1121	0.271094	0.763372
604	2.04939	20.1734
1386	0.00353214	0.049907
1130	0.464963	3.86757
3390	3.61265	30.0501
3149	3.43476	39.9246
964	4.96041	60.3605
165	14.3038	33.8369
3196	15.8239	37.4327
864	6.7272	21.7834
1105	0.406139	1.31513
2026	2.74314	3.58662
2655	21.8195	28.5287
468	3.2853	2.478
1904	10.534	7.94544
671	2.97867	7.35332
2305	3.95411	9.76134
2452	2.30404	2.91637
1480	0.528838	0.351118
3143	0.608044	0.403706
905	2.69378	7.79387
268	61.6506	26.9801
1722	23.2159	10.1599
3378	2.73755	3.29068
1518	1.10597	4.42424
427	13.4015	10.819
2302	11.5641	9.33566
311	0.26507	0.630019
590	7.78781	13.2258
1601	0.268098	0.820455
2372	0.293759	0.898985
1106	1.02152	10.0555
2628	0.908951	8.94736
666	0.471844	6.66688
2926	0.822815	11.6259
1131	0.0457977	0.681424
3391	0.106083	0.012058
3147	0.909707	10.6502
456	19.5558	46.2609
3122	0.15603	0.369102
3195	4.70952	25.4745
1787	5.02478	16.2708
2455	7.16597	23.2042
1104	5.12101	28.0624
2028	5.60711	12.5028
2654	0.658692	2.20231
1903	0.867836	1.53831
2304	0.110804	0.731425
3142	0.282146	0.437799
902	0.161595	1.13575
541	59.3839	25.9881
2063	39.2975	17.1977
1723	9.75239	10.8447
896	21.4453	17.3128
2740	1.34911	1.08914
870	17.1718	40.8141
2115	3.15211	7.49195
588	6.04393	11.9024
2371	0.0298717	0.191366
2627	0.361158	6.03721
2925	0.0409095	0.0409095
1129	0.254596	4.31945
3389	4.33856	1.0346
547	0.729804	8.54399
3088	3.04563	35.656
214	2.25281	5.32921
1151	0.465695	1.10164
1437	22.7585	53.837
3186	9.84973	23.3003
3012	0.783139	2.5359
3320	4.02048	13.0188
554	0.816853	4.47623
2301	0.533063	2.9211
2027	0.610273	2.12527
381	0.979794	1.73677
1798	2.50236	4.43563
1026	11.9166	5.21506
1293	65.1506	28.5117
1721	3.26043	6.78403
1419	2.65301	2.14177
2992	16.6978	13.4801
587	1.52393	3.1349
1629	1.00843	17.109
2036	0.564375	9.57513
1372	0.950724	0.226715
2860	1.79402	0.427813
543	1.08951	15.6238
3087	0.456243	10.376
213	1.5059	1.5059
2336	3.47935	8.23067
3221	2.12511	5.02711
3011	0.40332	3.52069
3319	0.627123	2.96368
553	0.1324	0.1324
2300	0.764388	7.73357
2025	0.668428	2.79411
380	0.0796907	0.380848
1799	0.0924262	0.408055
367	22.4491	9.82434
2427	55.7184	24.3839
1292	1.90631	2.48648
365	0.179399	0.37328
807	3.40011	7.07469
1418	21.9667	21.5734
2907	14.0741	11.362
2911	40.3058	32.5389
622	3.27044	6.72768
2081	2.23874	4.60534
1625	1.48016	31.0374
2035	0.0512476	2.16206
1371	1.03806	0.425986
2859	0.151659	0.0522886
544	1.00047	13.0476
2337	1.80725	9.628
3318	0.114047	0.426438
1797	0.0287512	0.272144
143	97.3796	42.6161
1415	23.8778	10.4496
364	3.89304	14.0636
806	0.0597307	0.244551
1894	30.2229	29.6817
2412	18.1697	17.8444
2906	4.24643	9.76928
2909	0.233197	0.431757
2080	1.14889	2.60392
1626	0.0697658	0.0276066
126	1.16754	0.479123
2963	0.575194	0.236041
2858	6.99111	3.67568
545	0.0146023	0.257274
2335	2.18883	16.5097
255	7.39454	27.6493
3270	2.98391	11.1573
1584	3.76679	1.64845
2295	0.530998	0.23238
405	11.1154	4.86442
1286	54.1309	23.6892
93	0.898472	3.67855
1776	1.30477	5.34202
3268	15.4482	15.1716
3314	25.9889	25.5236
2411	1.40732	1.6833
